nl,ml
9-Jan-88,1988/1/9
sunday february 18 1996,1996/2/18
saturday april 5 1975,1975/4/5
24 07 14,2014/7/24
saturday march 16 2002,2002/3/16
13-Feb-17,2017/2/13
sunday october 20 1996,1996/10/20
tuesday february 5 2008,2008/2/5
7-Dec-70,1970/12/7
7-Mar-79,1979/3/7
november 27 1997,1997/11/27
25 05 92,1992/5/25
10-Apr-72,1972/4/10
21-Dec-12,2012/12/21
sunday july 24 1977,1977/7/24
october 25 2007,2007/10/25
sunday december 24 1989,1989/12/24
14-Feb-89,1989/2/14
wednesday february 7 2001,2001/2/7
15.10.89,1989/10/15
12-Jul-79,1979/7/12
saturday july 17 1982,1982/7/17
oct 5 1977,1977/10/5
27.02.75,1975/2/27
june 2 1999,1999/6/2
may 27 1981,1981/5/27
15.03.05,2005/3/15
oct 8 1980,1980/10/8
mar 28 2014,2014/3/28
friday january 25 1980,1980/1/25
thursday september 5 2013,2013/9/5
tuesday january 15 1985,1985/1/15
24 03 08,2008/3/24
may 15 2010,2010/5/15
tuesday february 21 1995,1995/2/21
august 2 1999,1999/8/2
11 09 98,1998/9/11
3-Jul-81,1981/7/3
10-Dec-77,1977/12/10
saturday july 12 1975,1975/7/12
23-Apr-83,1983/4/23
march 5 2013,2013/3/5
sunday march 8 1981,1981/3/8
august 9 1979,1979/8/9
saturday december 5 2009,2009/12/5
friday august 24 2001,2001/8/24
monday november 11 1974,1974/11/11
sunday may 24 2015,2015/5/24
tuesday june 7 1983,1983/6/7
5-Dec-73,1973/12/5
1/18/70,1970/1/18
monday april 9 2012,2012/4/9
monday july 14 2003,2003/7/14
5/24/95,1995/5/24
december 19 1978,1978/12/19
4-Apr-08,2008/4/4
november 19 1979,1979/11/19
may 24 1981,1981/5/24
26-Apr-16,2016/4/26
20-Jul-71,1971/7/20
sunday december 20 2015,2015/12/20
7-Feb-91,1991/2/7
18-Jan-73,1973/1/18
6-Sep-75,1975/9/6
30-Jan-77,1977/1/30
tuesday september 28 1993,1993/9/28
friday december 10 1971,1971/12/10
jun 13 1975,1975/6/13
friday october 20 2017,2017/10/20
monday january 27 2003,2003/1/27
jul 20 1972,1972/7/20
friday september 9 2005,2005/9/9
friday december 13 2002,2002/12/13
10-Feb-01,2001/2/10
wednesday december 5 1973,1973/12/5
4-Oct-78,1978/10/4
2/23/83,1983/2/23
monday april 8 1974,1974/4/8
saturday december 18 1982,1982/12/18
01.05.75,1975/5/1
5-Aug-84,1984/8/5
march 17 1980,1980/3/17
24.11.73,1973/11/24
28-Jan-94,1994/1/28
16-Aug-90,1990/8/16
5-Oct-97,1997/10/5
21-Apr-70,1970/4/21
thursday july 21 1994,1994/7/21
wednesday january 17 1996,1996/1/17
19-Mar-01,2001/3/19
9-Jun-00,2000/6/9
friday april 10 2015,2015/4/10
monday march 1 1982,1982/3/1
february 3 2017,2017/2/3
18-Jun-79,1979/6/18
july 8 1996,1996/7/8
18 03 79,1979/3/18
saturday august 28 1999,1999/8/28
thursday october 21 2010,2010/10/21
25-Oct-96,1996/10/25
21-Mar-85,1985/3/21
dec 26 2000,2000/12/26
6 05 90,1990/5/6
wednesday december 12 1990,1990/12/12
july 26 1994,1994/7/26
friday january 25 1974,1974/1/25
monday december 26 2016,2016/12/26
thursday may 18 1989,1989/5/18
17-Nov-85,1985/11/17
monday april 16 2007,2007/4/16
tuesday february 9 1988,1988/2/9
friday august 28 2009,2009/8/28
13-Jan-01,2001/1/13
march 13 2003,2003/3/13
thursday april 6 2006,2006/4/6
5-Nov-99,1999/11/5
monday june 17 1974,1974/6/17
wednesday february 9 1983,1983/2/9
tuesday february 11 2003,2003/2/11
thursday june 10 2010,2010/6/10
22.08.85,1985/8/22
monday march 18 2013,2013/3/18
tuesday september 10 1996,1996/9/10
1 11 07,2007/11/1
saturday may 7 1977,1977/5/7
tuesday april 5 1983,1983/4/5
31.12.78,1978/12/31
monday may 3 1999,1999/5/3
june 9 1985,1985/6/9
thursday april 26 2007,2007/4/26
thursday september 24 2009,2009/9/24
thursday october 23 2008,2008/10/23
3/6/88,1988/3/6
december 15 1993,1993/12/15
april 9 1976,1976/4/9
15-Feb-79,1979/2/15
20-Sep-08,2008/9/20
2-Mar-97,1997/3/2
23-Mar-17,2017/3/23
4-Jul-85,1985/7/4
july 19 1990,1990/7/19
monday october 11 1993,1993/10/11
wednesday august 13 1980,1980/8/13
25-May-91,1991/5/25
13-Nov-13,2013/11/13
14-Feb-83,1983/2/14
26-Dec-78,1978/12/26
tuesday may 26 2009,2009/5/26
monday november 30 1998,1998/11/30
5-May-03,2003/5/5
17-Mar-11,2011/3/17
21-Dec-00,2000/12/21
november 3 2004,2004/11/3
tuesday june 12 1984,1984/6/12
saturday february 3 2018,2018/2/3
29-Aug-84,1984/8/29
thursday november 17 2011,2011/11/17
monday may 24 1982,1982/5/24
24-Jan-92,1992/1/24
friday august 16 1985,1985/8/16
thursday august 25 2011,2011/8/25
friday october 14 2016,2016/10/14
january 13 1999,1999/1/13
december 5 1971,1971/12/5
july 13 1980,1980/7/13
2-May-16,2016/5/2
12/19/84,1984/12/19
thursday may 28 1998,1998/5/28
11-Feb-88,1988/2/11
monday august 30 1993,1993/8/30
december 12 1997,1997/12/12
17 10 15,2015/10/17
thursday january 18 2007,2007/1/18
3-Dec-81,1981/12/3
monday june 19 2006,2006/6/19
10-Jul-12,2012/7/10
6-Sep-84,1984/9/6
march 5 1990,1990/3/5
2/20/15,2015/2/20
26-Apr-06,2006/4/26
1-May-00,2000/5/1
wednesday april 27 2011,2011/4/27
thursday september 15 1988,1988/9/15
thursday july 16 1970,1970/7/16
thursday july 16 1970,1970/7/16
16.07.12,2012/7/16
august 8 1990,1990/8/8
sunday june 16 1996,1996/6/16
21-Mar-01,2001/3/21
sep 2 1983,1983/9/2
tuesday april 17 2001,2001/4/17
october 18 1991,1991/10/18
24-Sep-91,1991/9/24
june 15 1998,1998/6/15
november 16 2011,2011/11/16
february 11 1984,1984/2/11
9-Apr-17,2017/4/9
8 05 00,2000/5/8
tuesday august 18 1981,1981/8/18
17 04 02,2002/4/17
5-Feb-98,1998/2/5
december 23 2011,2011/12/23
saturday november 15 2008,2008/11/15
26.12.09,2009/12/26
30-Jan-07,2007/1/30
wednesday february 20 1980,1980/2/20
thursday august 28 1986,1986/8/28
19.11.01,2001/11/19
11 04 84,1984/4/11
14-Sep-03,2003/9/14
july 19 2009,2009/7/19
thursday march 31 2011,2011/3/31
saturday march 6 1993,1993/3/6
april 23 2008,2008/4/23
friday march 20 1970,1970/3/20
november 25 2011,2011/11/25
november 28 1996,1996/11/28
tuesday november 6 2001,2001/11/6
tuesday february 25 2014,2014/2/25
thursday may 17 2001,2001/5/17
saturday november 14 1987,1987/11/14
2-Jun-17,2017/6/2
15-Oct-97,1997/10/15
july 21 1976,1976/7/21
sep 2 1995,1995/9/2
march 20 1999,1999/3/20
27.10.02,2002/10/27
31 08 93,1993/8/31
tuesday october 14 1986,1986/10/14
18-Oct-74,1974/10/18
may 8 1988,1988/5/8
12.08.09,2009/8/12
friday april 24 2009,2009/4/24
15-Aug-71,1971/8/15
thursday january 22 1998,1998/1/22
19-Jul-80,1980/7/19
09.01.13,2013/1/9
29-Jul-98,1998/7/29
3/31/77,1977/3/31
6 01 74,1974/1/6
saturday july 27 1991,1991/7/27
12 07 96,1996/7/12
saturday june 22 1985,1985/6/22
tuesday march 22 1983,1983/3/22
tuesday october 28 1997,1997/10/28
14-Feb-88,1988/2/14
friday april 18 2014,2014/4/18
22-Apr-04,2004/4/22
monday february 21 2011,2011/2/21
monday october 3 1977,1977/10/3
16-Jun-80,1980/6/16
saturday august 31 1974,1974/8/31
saturday december 31 2005,2005/12/31
21-Nov-80,1980/11/21
wednesday march 18 2015,2015/3/18
jan 1 1986,1986/1/1
10.01.73,1973/1/10
04.11.86,1986/11/4
tuesday january 14 2003,2003/1/14
25-Dec-79,1979/12/25
thursday august 13 2009,2009/8/13
wednesday january 9 2008,2008/1/9
tuesday november 2 1999,1999/11/2
23.11.14,2014/11/23
1-Feb-10,2010/2/1
tuesday may 5 1981,1981/5/5
march 18 2017,2017/3/18
27-Jan-07,2007/1/27
17 01 71,1971/1/17
1 06 92,1992/6/1
jul 27 1997,1997/7/27
5-Jan-07,2007/1/5
monday may 31 1971,1971/5/31
14-Dec-70,1970/12/14
2-Jan-11,2011/1/2
5-Jul-72,1972/7/5
monday october 6 2014,2014/10/6
sunday august 8 1993,1993/8/8
8-Mar-07,2007/3/8
friday may 3 1996,1996/5/3
1-Sep-08,2008/9/1
2-Jul-88,1988/7/2
6-Jul-01,2001/7/6
23-Oct-80,1980/10/23
aug 2 2006,2006/8/2
saturday september 17 1988,1988/9/17
thursday may 22 1975,1975/5/22
25-Apr-01,2001/4/25
10-Jul-73,1973/7/10
october 19 1983,1983/10/19
11/4/70,1970/11/4
sunday august 24 1986,1986/8/24
saturday april 3 2004,2004/4/3
september 3 1977,1977/9/3
4/30/96,1996/4/30
17-Jan-84,1984/1/17
may 8 2006,2006/5/8
july 8 1979,1979/7/8
6/24/87,1987/6/24
saturday march 1 1997,1997/3/1
20-Jan-09,2009/1/20
sunday september 25 1983,1983/9/25
september 30 2000,2000/9/30
28-Dec-83,1983/12/28
2-May-90,1990/5/2
3/2/89,1989/3/2
2004/12/14,2014/4/12
16-Jan-82,1982/1/16
jul 15 2011,2011/7/15
july 29 1991,1991/7/29
friday november 2 1990,1990/11/2
5 12 89,1989/12/5
thursday march 1 2007,2007/3/1
december 2 1975,1975/12/2
23 03 00,2000/3/23
thursday october 26 1972,1972/10/26
18-May-71,1971/5/18
6-Mar-07,2007/3/6
24-Jul-14,2014/7/24
31.07.92,1992/7/31
march 26 1996,1996/3/26
july 12 1982,1982/7/12
saturday may 13 1995,1995/5/13
8-Aug-10,2010/8/8
may 4 1981,1981/5/4
thursday february 28 2002,2002/2/28
wednesday may 21 1986,1986/5/21
may 28 1979,1979/5/28
14-Mar-11,2011/3/14
june 25 1984,1984/6/25
monday november 25 2002,2002/11/25
monday november 30 2015,2015/11/30
monday july 10 2000,2000/7/10
saturday march 15 1980,1980/3/15
19-Sep-78,1978/9/19
august 18 1979,1979/8/18
jun 17 2014,2014/6/17
friday february 17 2006,2006/2/17
saturday march 8 1975,1975/3/8
friday november 24 2006,2006/11/24
29-Mar-72,1972/3/29
friday october 21 1988,1988/10/21
16-May-16,2016/5/16
july 18 2006,2006/7/18
4-Jun-95,1995/6/4
saturday march 24 1990,1990/3/24
monday march 27 1989,1989/3/27
saturday december 10 2011,2011/12/10
june 18 2011,2011/6/18
monday october 7 2013,2013/10/7
29-Jun-70,1970/6/29
november 15 1991,1991/11/15
june 15 1979,1979/6/15
23-Jun-92,1992/6/23
friday october 9 2009,2009/10/9
friday december 31 1993,1993/12/31
12-Nov-84,1984/11/12
thursday september 20 1979,1979/9/20
wednesday july 18 2007,2007/7/18
29-Oct-89,1989/10/29
thursday november 13 2014,2014/11/13
wednesday february 28 1973,1973/2/28
30-Nov-94,1994/11/30
27-Dec-83,1983/12/27
31-Jul-77,1977/7/31
8-Nov-11,2011/11/8
3/11/92,1992/3/11
monday august 16 1982,1982/8/16
monday september 21 2009,2009/9/21
friday june 20 2003,2003/6/20
friday july 18 2014,2014/7/18
friday june 15 2007,2007/6/15
thursday october 31 1996,1996/10/31
september 19 1980,1980/9/19
20-Apr-86,1986/4/20
friday january 2 2009,2009/1/2
sunday may 14 1989,1989/5/14
august 13 1976,1976/8/13
monday january 20 2003,2003/1/20
10 02 08,2008/2/10
may 16 1997,1997/5/16
friday june 24 2016,2016/6/24
thursday january 12 1978,1978/1/12
february 4 2010,2010/2/4
tuesday january 10 1984,1984/1/10
august 6 1995,1995/8/6
23-May-85,1985/5/23
20-Feb-12,2012/2/20
9-Dec-02,2002/12/9
apr 1 1979,1979/4/1
friday september 8 2006,2006/9/8
friday july 30 1976,1976/7/30
12-Nov-10,2010/11/12
3-Dec-12,2012/12/3
saturday january 5 1980,1980/1/5
24-Jul-85,1985/7/24
16-Dec-76,1976/12/16
1-May-70,1970/5/1
25-Jan-70,1970/1/25
25-Apr-16,2016/4/25
2 08 89,1989/8/2
18-Mar-74,1974/3/18
thursday september 10 2015,2015/9/10
2010/5/10,2010/10/5
tuesday april 18 2006,2006/4/18
may 10 1999,1999/5/10
january 7 1980,1980/1/7
28-Jul-10,2010/7/28
27-Oct-78,1978/10/27
wednesday november 21 1979,1979/11/21
18-May-83,1983/5/18
november 15 2009,2009/11/15
monday july 20 1987,1987/7/20
18-Sep-05,2005/9/18
wednesday september 3 2008,2008/9/3
23-Dec-09,2009/12/23
friday december 2 2005,2005/12/2
21-May-06,2006/5/21
2/18/91,1991/2/18
8-Sep-04,2004/9/8
february 28 1980,1980/2/28
4/20/93,1993/4/20
2-Oct-01,2001/10/2
21-Oct-74,1974/10/21
03.10.79,1979/10/3
5-Apr-89,1989/4/5
saturday february 9 1991,1991/2/9
15-Aug-70,1970/8/15
23 02 18,2018/2/23
25-Jun-84,1984/6/25
thursday may 23 1974,1974/5/23
thursday june 10 1982,1982/6/10
18-Nov-07,2007/11/18
16.06.74,1974/6/16
january 27 2009,2009/1/27
5-May-07,2007/5/5
sunday august 2 1998,1998/8/2
may 3 1978,1978/5/3
december 20 1971,1971/12/20
18-Oct-84,1984/10/18
17-Jan-05,2005/1/17
december 5 1983,1983/12/5
sunday august 22 1993,1993/8/22
monday december 23 2013,2013/12/23
monday october 20 1997,1997/10/20
friday october 30 1998,1998/10/30
thursday january 29 1976,1976/1/29
june 16 1988,1988/6/16
tuesday december 22 1970,1970/12/22
12-Sep-97,1997/9/12
saturday november 21 1981,1981/11/21
sunday december 16 2001,2001/12/16
thursday june 28 2001,2001/6/28
monday june 17 2002,2002/6/17
5/18/99,1999/5/18
22-Nov-81,1981/11/22
2-Jul-98,1998/7/2
13-Jul-75,1975/7/13
sunday august 20 1989,1989/8/20
7-Feb-86,1986/2/7
monday october 12 1981,1981/10/12
monday august 4 2008,2008/8/4
december 15 1980,1980/12/15
friday january 18 1991,1991/1/18
6-Mar-75,1975/3/6
november 6 1980,1980/11/6
14-Jun-79,1979/6/14
april 14 1988,1988/4/14
21-Jan-91,1991/1/21
8-Mar-78,1978/3/8
22 09 77,1977/9/22
wednesday march 16 1994,1994/3/16
monday february 1 2016,2016/2/1
wednesday april 14 1971,1971/4/14
tuesday november 8 2016,2016/11/8
may 26 1971,1971/5/26
thursday november 29 2001,2001/11/29
30-Apr-15,2015/4/30
october 16 2007,2007/10/16
26-Apr-75,1975/4/26
14.12.09,2009/12/14
wednesday july 16 2008,2008/7/16
friday may 2 1986,1986/5/2
march 11 1987,1987/3/11
sunday january 14 2018,2018/1/14
2-Jun-87,1987/6/2
18-Apr-80,1980/4/18
19-Sep-71,1971/9/19
5-Sep-80,1980/9/5
sunday june 16 1991,1991/6/16
31-May-84,1984/5/31
1-Oct-01,2001/10/1
sunday july 19 1992,1992/7/19
nov 22 1980,1980/11/22
october 25 1998,1998/10/25
thursday march 6 2003,2003/3/6
nov 20 2015,2015/11/20
09.03.14,2014/3/9
11-Aug-08,2008/8/11
10-Jul-84,1984/7/10
28-Feb-82,1982/2/28
saturday august 22 1970,1970/8/22
wednesday august 1 2012,2012/8/1
thursday october 22 1970,1970/10/22
saturday august 13 1977,1977/8/13
6-Apr-90,1990/4/6
19.09.10,2010/9/19
friday august 1 2008,2008/8/1
saturday november 6 2004,2004/11/6
wednesday january 18 2017,2017/1/18
friday april 18 2008,2008/4/18
wednesday january 5 2005,2005/1/5
wednesday september 21 2005,2005/9/21
sunday july 30 2006,2006/7/30
friday august 7 1998,1998/8/7
2-Jun-00,2000/6/2
tuesday august 26 1997,1997/8/26
thursday april 3 1997,1997/4/3
24-Nov-17,2017/11/24
wednesday august 10 1994,1994/8/10
thursday july 20 1972,1972/7/20
thursday may 20 1976,1976/5/20
monday august 10 1987,1987/8/10
tuesday september 27 2011,2011/9/27
8-Dec-17,2017/12/8
24-Sep-92,1992/9/24
20-Jan-13,2013/1/20
november 22 1988,1988/11/22
wednesday december 10 1986,1986/12/10
nov 18 2015,2015/11/18
monday august 20 1979,1979/8/20
1/17/16,2016/1/17
saturday april 5 2003,2003/4/5
30-Mar-73,1973/3/30
thursday october 16 2014,2014/10/16
saturday november 17 1973,1973/11/17
12-Jun-74,1974/6/12
9/13/09,2009/9/13
wednesday april 16 1986,1986/4/16
friday april 5 2013,2013/4/5
2001/11/15,2015/1/11
tuesday january 31 1989,1989/1/31
thursday june 15 2006,2006/6/15
wednesday february 20 1985,1985/2/20
september 23 1998,1998/9/23
monday november 27 2006,2006/11/27
july 29 1973,1973/7/29
thursday june 7 2007,2007/6/7
monday february 12 2007,2007/2/12
02.04.90,1990/4/2
10/15/03,2003/10/15
friday may 8 1981,1981/5/8
tuesday march 10 1992,1992/3/10
sunday august 2 1998,1998/8/2
wednesday august 16 1989,1989/8/16
august 29 2000,2000/8/29
saturday june 18 2016,2016/6/18
may 19 1982,1982/5/19
monday december 31 2012,2012/12/31
10-Nov-12,2012/11/10
friday march 3 1995,1995/3/3
october 26 2015,2015/10/26
26-Aug-13,2013/8/26
saturday august 21 1999,1999/8/21
tuesday september 1 2009,2009/9/1
16-Dec-15,2015/12/16
october 29 1979,1979/10/29
june 6 2005,2005/6/6
sep 28 1986,1986/9/28
november 18 1992,1992/11/18
30-Jan-96,1996/1/30
27-Aug-76,1976/8/27
sunday december 8 1996,1996/12/8
monday june 5 1978,1978/6/5
tuesday july 11 2000,2000/7/11
thursday february 1 2007,2007/2/1
november 22 1988,1988/11/22
18 06 10,2010/6/18
wednesday october 27 1982,1982/10/27
7-Sep-94,1994/9/7
saturday january 20 1990,1990/1/20
monday march 3 1997,1997/3/3
1 01 86,1986/1/1
19.05.84,1984/5/19
saturday october 25 1986,1986/10/25
6-Mar-04,2004/3/6
january 18 2014,2014/1/18
15 08 93,1993/8/15
sunday may 9 1982,1982/5/9
saturday december 8 2012,2012/12/8
saturday august 17 1996,1996/8/17
04.08.72,1972/8/4
june 28 1997,1997/6/28
thursday august 24 2006,2006/8/24
12/21/72,1972/12/21
30-May-87,1987/5/30
sunday december 20 1998,1998/12/20
thursday july 13 1978,1978/7/13
sunday february 19 2006,2006/2/19
february 2 1977,1977/2/2
saturday april 6 1974,1974/4/6
29-Mar-82,1982/3/29
july 4 2007,2007/7/4
monday august 13 1990,1990/8/13
thursday june 28 1973,1973/6/28
sunday august 16 1970,1970/8/16
sunday february 8 1987,1987/2/8
6-Nov-17,2017/11/6
sunday january 13 1991,1991/1/13
8-Jul-71,1971/7/8
23.04.71,1971/4/23
march 8 1983,1983/3/8
7/24/70,1970/7/24
sunday march 25 2012,2012/3/25
august 13 1982,1982/8/13
december 12 2009,2009/12/12
saturday january 19 1980,1980/1/19
mar 17 1972,1972/3/17
saturday november 5 2011,2011/11/5
march 12 1984,1984/3/12
monday december 1 1986,1986/12/1
june 20 1997,1997/6/20
saturday february 19 2011,2011/2/19
14 07 11,2011/7/14
saturday july 31 1976,1976/7/31
saturday december 21 2013,2013/12/21
4-Sep-84,1984/9/4
thursday november 3 1988,1988/11/3
friday april 18 2008,2008/4/18
friday october 5 2001,2001/10/5
8 04 78,1978/4/8
tuesday december 19 2017,2017/12/19
2/8/97,1997/2/8
7 11 98,1998/11/7
dec 17 2004,2004/12/17
2-Apr-13,2013/4/2
9/15/71,1971/9/15
wednesday august 17 2016,2016/8/17
sep 2 2003,2003/9/2
monday february 20 1978,1978/2/20
7-May-02,2002/5/7
20-Jul-73,1973/7/20
12-Apr-14,2014/4/12
24-Jul-17,2017/7/24
9-Oct-05,2005/10/9
6-Mar-97,1997/3/6
march 17 1974,1974/3/17
tuesday january 24 2017,2017/1/24
18 08 02,2002/8/18
sunday july 1 1990,1990/7/1
tuesday november 4 1980,1980/11/4
saturday december 17 2016,2016/12/17
30.01.01,2001/1/30
7/14/86,1986/7/14
9/28/02,2002/9/28
october 14 1977,1977/10/14
11-Mar-88,1988/3/11
26-Jun-99,1999/6/26
march 15 2009,2009/3/15
wednesday october 7 2009,2009/10/7
march 23 1981,1981/3/23
tuesday april 19 2005,2005/4/19
saturday january 9 2016,2016/1/9
thursday february 10 2011,2011/2/10
september 26 1998,1998/9/26
5/16/06,2006/5/16
tuesday march 9 1993,1993/3/9
saturday september 26 2015,2015/9/26
january 21 1978,1978/1/21
24-Mar-97,1997/3/24
friday august 10 2012,2012/8/10
saturday march 14 1998,1998/3/14
saturday may 7 1994,1994/5/7
monday may 4 1981,1981/5/4
monday august 7 1972,1972/8/7
27-Jun-92,1992/6/27
monday december 8 2003,2003/12/8
thursday may 18 2006,2006/5/18
tuesday november 6 2001,2001/11/6
friday april 4 2014,2014/4/4
01.10.79,1979/10/1
may 10 1987,1987/5/10
thursday january 14 2016,2016/1/14
monday september 11 1978,1978/9/11
saturday december 28 1974,1974/12/28
thursday june 6 1996,1996/6/6
27.04.80,1980/4/27
friday august 12 1977,1977/8/12
2 05 90,1990/5/2
monday july 17 1972,1972/7/17
30 11 72,1972/11/30
monday may 29 2000,2000/5/29
thursday april 29 2004,2004/4/29
sunday may 18 1980,1980/5/18
25-Jan-99,1999/1/25
tuesday april 16 2002,2002/4/16
16-Apr-08,2008/4/16
1-Nov-09,2009/11/1
jan 15 2003,2003/1/15
30-Jun-88,1988/6/30
5/28/04,2004/5/28
15-Aug-86,1986/8/15
26-Mar-11,2011/3/26
friday december 19 2008,2008/12/19
saturday february 1 2014,2014/2/1
4/26/94,1994/4/26
september 30 2004,2004/9/30
27-Oct-82,1982/10/27
friday april 11 2008,2008/4/11
tuesday october 21 1997,1997/10/21
12 04 84,1984/4/12
thursday february 26 2004,2004/2/26
7-Jul-84,1984/7/7
4-Jul-91,1991/7/4
tuesday february 12 1974,1974/2/12
8/14/85,1985/8/14
10-Jul-15,2015/7/10
january 17 2017,2017/1/17
24-Mar-86,1986/3/24
september 6 1986,1986/9/6
9-Jul-10,2010/7/9
friday september 28 2012,2012/9/28
monday february 23 2004,2004/2/23
1-Nov-88,1988/11/1
tuesday august 21 2012,2012/8/21
6/4/76,1976/6/4
tuesday june 21 1994,1994/6/21
3 02 86,1986/2/3
31-Jan-79,1979/1/31
29.06.09,2009/6/29
15-Apr-16,2016/4/15
november 26 1991,1991/11/26
27.06.72,1972/6/27
monday february 14 1977,1977/2/14
may 8 1978,1978/5/8
saturday january 26 1985,1985/1/26
17-Nov-07,2007/11/17
december 9 2004,2004/12/9
25-Sep-82,1982/9/25
wednesday may 23 1984,1984/5/23
saturday may 22 1971,1971/5/22
6-Feb-72,1972/2/6
friday july 15 2011,2011/7/15
26-Sep-00,2000/9/26
26-Sep-73,1973/9/26
saturday september 7 1974,1974/9/7
25-Oct-02,2002/10/25
4-Oct-85,1985/10/4
wednesday november 29 1972,1972/11/29
wednesday july 9 1997,1997/7/9
9-Apr-92,1992/4/9
18-Dec-03,2003/12/18
3/29/78,1978/3/29
wednesday september 10 1975,1975/9/10
aug 16 1996,1996/8/16
tuesday may 29 2001,2001/5/29
2-Jul-07,2007/7/2
saturday may 7 1994,1994/5/7
13-Dec-17,2017/12/13
19-Nov-72,1972/11/19
february 16 1997,1997/2/16
wednesday august 9 1972,1972/8/9
tuesday april 28 1992,1992/4/28
